,URN,LA,GENDER,RELCHAR,PNORG,PNORB,PSENELSE,PSENELK,PNUMEAL,PNUMENGFL,PNUMUNCFL,PNUMFSMEVER,PNUMFSM,PERCTOT,PPERSABS10,TPUP,P8PUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,EBACCAPS,PTL2BASICS_94,PTL2BASICS_95,PTEBACC_E_PTQ_EE,PTEBACC_94,PTEBACC_95,PT5EM_94,P8_BANDING,OVERALL_DESTPER,NOT_SUSTAINEDPER,UNKNOWNPER,OVERALL_DESTPER_DIS,NOT_SUSTAINEDPER_DIS,UNKNOWNPER_DIS,Rating
3286,136609,919,Mixed,Does not apply,44.7,55.3,1.1,19.0,8.7,90.7,0.6,10.5,4.533152909336942,3.8,6,181.0,175,62.7,0.82,0.63,1.01,5.71,89.5%,76.2%,56.4%,51.4%,42.5%,87.3%,1,97%,2%,1%,100%,0%,0%,Unknown
3287,136610,873,Mixed,None,50.0,50.0,2.0,11.7,7.3,92.7,0.0,15.4,8.279337652987762,4.4,7.7,268.0,260,52.1,0.44,0.29,0.6,4.44,74.6%,48.5%,25.4%,22.4%,16.4%,72.4%,2,95%,5%,0%,90%,10%,0%,Good
3288,136611,865,Mixed,Does not apply,48.1,51.9,2.5,10.4,3.3,96.7,0.0,18.2,9.173478655767484,5.4,12.4,187.0,181,49.5,0.12,-0.07,0.31,4.22,66.8%,42.8%,21.4%,15.5%,12.3%,63.6%,3,97%,3%,0%,93%,7%,0%,Good
3289,136612,878,Mixed,Does not apply,49.1,50.9,2.1,15.3,3.0,96.9,0.2,19.7,8.899821109123435,6.7,16,366.0,348,41.7,-0.4,-0.54,-0.27,3.42,60.9%,35.8%,8.7%,6.3%,4.6%,55.7%,4,95%,4%,1%,90%,10%,0%,Requires Improvement
3290,136613,384,Mixed,Does not apply,53.8,46.2,0.7,11.8,3.0,97.0,0.0,47.8,27.22567287784679,7.1,18.2,137.0,134,38.3,-0.45,-0.67,-0.24,3.22,48.9%,25.5%,38.7%,18.2%,6.6%,43.1%,4,87%,12%,1%,71%,26%,2%,Good
3291,136614,908,Mixed,Does not apply,50.7,49.3,2.3,17.5,2.7,97.3,0.0,32.0,19.826338639652676,7.1,21.6,169.0,168,39.4,-0.42,-0.62,-0.23,3.4,51.5%,28.4%,24.9%,12.4%,7.1%,43.2%,4,90%,9%,1%,76%,22%,2%,Good
3293,136616,333,Mixed,None,47.8,52.2,1.8,11.5,32.5,67.3,0.2,31.8,16.12685560053981,4.7,11.7,247.0,239,45.2,-0.03,-0.19,0.14,3.79,61.9%,34.0%,15.4%,10.1%,7.7%,57.9%,3,96%,2%,1%,96%,3%,1%,Good
3294,136617,816,Mixed,Church of England,52.2,47.8,1.7,3.7,6.7,93.0,0.3,19.5,9.308338720103427,4.5,10.3,224.0,216,54.8,0.79,0.62,0.96,4.85,79.9%,50.9%,53.6%,38.4%,25.4%,75.4%,1,96%,3%,1%,97%,3%,0%,Unknown
3296,136620,335,Mixed,None,49.4,50.6,1.9,4.7,2.7,97.3,0.0,29.5,15.607734806629834,5.9,15,229.0,227,45.1,-0.2,-0.36,-0.03,3.92,62.4%,37.1%,36.7%,24.9%,14.4%,56.3%,4,94%,4%,1%,89%,11%,0%,Requires Improvement
3297,136621,319,Boys,Church of England,0.0,100.0,0.3,0.7,38.4,61.4,0.2,6.9,2.287581699346405,2.2,1.1,177.0,154,82.8,1.12,0.92,1.32,8,100.0%,100.0%,81.9%,81.9%,81.4%,100.0%,1,100%,0%,0%,100%,0%,0%,Unknown
3299,136623,916,Mixed,None,49.0,51.0,2.3,8.3,4.9,95.0,0.1,15.8,6.746626686656672,5.2,13.2,224.0,215,43.7,-0.41,-0.58,-0.24,3.8,62.5%,35.3%,26.8%,17.4%,10.3%,57.1%,4,95%,4%,1%,82%,18%,0%,Good
3300,136624,925,Mixed,None,99.9,0.1,0.6,15.6,11.6,88.4,0.0,25.0,13.590844062947067,4.1,8.1,108.0,104,51.4,0.98,0.74,1.23,4.57,74.1%,44.4%,39.8%,27.8%,15.7%,73.1%,1,98%,2%,0%,92%,8%,0%,Good
3301,136625,881,Mixed,Christian,49.4,50.6,1.9,7.9,3.5,96.2,0.3,11.8,4.6627810158201495,5.0,10.5,159.0,152,55.6,0.27,0.07,0.48,4.95,86.8%,64.8%,47.8%,36.5%,22.6%,83.6%,2,96%,3%,1%,86%,14%,0%,Unknown
3302,136626,879,Mixed,None,46.2,53.8,5.4,24.4,11.3,88.7,0.1,45.6,25.191424196018374,7.0,20,223.0,211,38.2,-0.33,-0.5,-0.15,2.94,49.3%,19.7%,16.6%,5.8%,2.7%,43.9%,4,95%,5%,0%,95%,5%,0%,Requires Improvement
3303,136627,891,Mixed,None,49.0,51.0,0.1,6.0,4.3,94.9,0.8,17.9,8.04111245465538,3.4,3.9,244.0,243,53.7,0.49,0.33,0.65,4.87,79.9%,63.9%,39.8%,30.7%,23.4%,75.4%,2,97%,3%,0%,91%,9%,0%,Good
3306,136631,312,Girls,None,98.2,1.8,1.6,12.6,40.4,59.6,0.0,32.4,26.802374893977948,4.4,8.8,168.0,163,56.1,0.82,0.62,1.02,5.04,82.1%,64.3%,51.2%,41.7%,35.1%,78.6%,1,97%,3%,1%,93%,5%,2%,Outstanding
3307,136632,865,Mixed,None,48.6,51.4,1.8,5.9,4.7,94.8,0.5,16.3,6.322505800464037,6.1,15.1,279.0,275,49.1,-0.06,-0.21,0.09,4.39,72.8%,45.9%,53.4%,33.3%,20.1%,68.1%,3,96%,3%,1%,83%,14%,3%,Good
3308,136633,384,Mixed,Does not apply,46.9,53.1,3.0,10.0,3.1,96.9,0.0,30.1,16.375545851528383,5.2,11.7,248.0,243,48.3,0.4,0.24,0.56,4.04,72.2%,53.6%,33.1%,20.2%,11.7%,70.2%,2,90%,9%,1%,83%,16%,2%,Outstanding
3309,136634,831,Mixed,None,47.3,52.7,1.0,9.2,2.0,98.0,0.0,22.1,11.506434519303559,5.5,14.9,249.0,243,50,0.11,-0.05,0.28,4.38,66.7%,42.2%,54.2%,35.7%,20.5%,65.1%,3,94%,6%,0%,82%,18%,0%,Good
3310,136636,873,Mixed,None,54.5,45.5,0.8,18.6,34.4,65.6,0.0,15.3,9.581646423751687,4.9,10.2,120.0,110,59.3,0.58,0.34,0.82,5.84,86.7%,68.3%,88.3%,67.5%,52.5%,81.7%,1,92%,3%,5%,90%,10%,0%,Outstanding
3312,136638,878,Mixed,Does not apply,48.3,51.7,3.1,12.4,1.8,98.2,0.0,22.0,9.90783410138249,5.8,13,174.0,168,44.1,-0.33,-0.52,-0.13,3.93,61.5%,36.8%,42.5%,24.7%,16.7%,57.5%,4,93%,7%,0%,76%,24%,0%,Requires Improvement
3313,136639,933,Mixed,Does not apply,50.3,49.7,1.8,9.7,1.6,98.4,0.0,15.3,8.021978021978022,6.7,17.3,184.0,182,45.3,-0.05,-0.24,0.14,4.27,64.1%,35.3%,74.5%,42.4%,21.2%,62.0%,3,97%,1%,1%,92%,4%,4%,Good
3315,136642,881,Mixed,None,11.0,89.0,0.2,2.2,5.5,94.5,0.0,3.2,0.544959128065395,4.0,7.9,120.0,99,81.9,0.85,0.6,1.1,8.05,100.0%,100.0%,95.0%,93.3%,92.5%,100.0%,1,100%,0%,0%,100%,0%,0%,Unknown
3316,136643,850,Mixed,None,50.1,49.9,0.6,2.9,3.7,96.3,0.0,7.7,3.559870550161812,4.9,10.6,357.0,335,54.7,0.33,0.2,0.47,4.92,80.1%,60.8%,49.3%,36.4%,25.8%,76.8%,2,98%,2%,0%,95%,5%,0%,Outstanding
3317,136644,305,Mixed,None,49.7,50.3,2.6,5.9,3.7,95.3,1.0,9.0,4.0792540792540795,4.8,8.8,239.0,235,53.3,0.2,0.03,0.36,4.87,80.3%,56.9%,61.9%,46.0%,36.0%,76.2%,2,97%,2%,1%,88%,13%,0%,Outstanding
3320,136647,869,Mixed,Does not apply,49.3,50.7,2.5,12.2,5.2,94.8,0.0,15.7,8.230683090705487,4.4,9.3,279.0,272,46.8,-0.1,-0.25,0.06,4.18,63.1%,38.0%,68.1%,29.7%,15.8%,57.7%,3,98%,1%,1%,97%,3%,0%,Outstanding
3322,136650,873,Mixed,None,48.5,51.5,1.5,16.6,23.3,76.7,0.0,36.8,23.32089552238806,7.0,11.4,112.0,93,43.8,0.02,-0.24,0.28,4.26,56.3%,33.9%,87.5%,40.2%,25.0%,52.7%,3,94%,6%,0%,87%,13%,0%,Good
3323,136651,821,Boys,None,0.0,100.0,1.8,11.6,80.7,19.3,0.0,32.0,17.913385826771652,5.6,13.1,174.0,172,46.2,0.28,0.09,0.47,4.03,67.2%,49.4%,50.6%,26.4%,16.7%,62.6%,2,91%,8%,1%,92%,6%,2%,Unknown
3325,136654,850,Mixed,None,50.6,49.4,0.7,9.9,2.7,97.2,0.1,11.6,5.9159314997405295,5.0,11.7,368.0,366,52.8,0.33,0.2,0.46,4.53,73.6%,50.0%,31.3%,23.4%,18.2%,70.7%,2,96%,4%,0%,84%,16%,0%,Outstanding
3326,136655,895,Mixed,None,49.2,50.8,1.5,4.0,1.0,99.0,0.0,16.8,8.32632464255677,5.1,11.7,200.0,196,50.3,0.23,0.05,0.41,4.09,70.0%,42.5%,15.5%,12.0%,10.5%,67.0%,2,98%,2%,1%,92%,8%,0%,Good
3327,136656,304,Mixed,None,48.9,51.1,1.1,4.4,55.1,44.9,0.0,19.2,8.328154133001865,4.9,10.7,255.0,235,57.4,0.7,0.53,0.86,5.42,81.2%,63.5%,76.1%,52.9%,34.1%,76.9%,1,93%,5%,2%,86%,14%,0%,Outstanding
3329,136658,302,Mixed,Does not apply,44.0,56.0,2.3,9.7,48.8,51.2,0.1,23.5,8.96797153024911,6.1,15.1,199.0,194,51,-0.01,-0.19,0.17,4.69,70.9%,55.8%,63.8%,42.2%,27.6%,66.3%,3,95%,3%,1%,89%,9%,2%,Good
3330,136662,887,Boys,None,5.7,94.3,0.4,6.6,13.7,84.6,1.7,8.8,3.532008830022075,3.5,4.6,186.0,183,66.4,0.53,0.34,0.71,6.39,99.5%,93.0%,79.6%,74.7%,60.8%,98.9%,1,99%,1%,0%,100%,0%,0%,Unknown
3331,136663,311,Mixed,None,47.6,52.4,1.3,19.2,10.5,89.4,0.1,20.3,8.637469586374696,5.2,13,161.0,161,49.4,-0.26,-0.45,-0.06,4.29,71.4%,49.1%,41.6%,25.5%,19.3%,65.8%,4,94%,5%,1%,90%,7%,3%,Good
3334,136667,811,Mixed,Does not apply,49.7,50.3,1.3,5.3,3.7,96.2,0.1,7.4,3.153988868274583,5.0,11.8,346.0,340,54.4,0.36,0.22,0.49,4.81,85.0%,63.3%,38.7%,32.1%,24.0%,78.9%,2,99%,1%,0%,90%,10%,0%,Outstanding
3335,136668,879,Mixed,None,51.3,48.7,2.3,22.1,17.5,82.5,0.0,44.5,24.661508704061895,6.2,18.3,156.0,145,40.3,-0.14,-0.35,0.07,3.49,47.4%,27.6%,55.8%,18.6%,12.8%,40.4%,3,96%,4%,1%,95%,5%,0%,Requires Improvement
3336,136669,316,Mixed,Does not apply,54.4,45.6,0.4,11.7,77.6,22.4,0.1,50.5,15.108834827144687,4.2,8.7,305.0,303,55.9,0.86,0.71,1,5.06,75.4%,50.5%,85.9%,49.2%,28.2%,73.4%,1,96%,3%,1%,97%,2%,1%,Outstanding
3338,136672,371,Mixed,None,50.5,49.5,2.0,7.6,3.2,96.8,0.0,15.9,7.622868605817453,5.6,13.1,176.0,175,53,0.2,0.01,0.39,4.81,81.8%,59.1%,48.9%,39.2%,29.0%,75.0%,2,99%,1%,0%,100%,0%,0%,Good
3339,136673,878,Mixed,Does not apply,49.0,51.0,3.1,5.0,1.3,98.7,0.0,9.0,3.9449541284403673,4.8,9,185.0,177,52.8,0.18,-0.01,0.37,4.59,78.9%,52.4%,24.9%,21.1%,12.4%,75.1%,3,94%,5%,1%,91%,4%,4%,Outstanding
3341,136675,371,Mixed,Church of England,51.3,48.7,2.1,14.0,2.8,97.2,0.0,37.0,18.69688385269122,5.7,13.7,113.0,110,48.9,0.58,0.34,0.82,4.25,70.8%,52.2%,36.3%,29.2%,23.9%,65.5%,1,97%,3%,0%,95%,5%,0%,Good
3344,136680,861,Mixed,None,49.8,50.2,1.7,16.3,2.6,97.4,0.0,42.0,21.5,6.8,19.8,160.0,157,39.2,-0.55,-0.75,-0.35,3.07,55.6%,24.4%,15.6%,7.5%,5.6%,48.1%,5,90%,8%,2%,91%,9%,0%,Good
3345,136681,861,Mixed,None,49.3,50.7,2.2,12.3,7.3,92.7,0.0,52.8,28.12227074235808,6.9,19.9,206.0,201,41.4,-0.3,-0.47,-0.12,3.33,51.9%,27.7%,38.8%,17.5%,12.1%,49.5%,4,93%,5%,2%,90%,7%,3%,Good
3350,136708,802,Mixed,Does not apply,52.1,47.9,1.0,16.3,11.9,88.0,0.1,45.2,23.827160493827158,6.4,18.8,102.0,93,45.8,0.04,-0.22,0.3,3.63,61.8%,41.2%,23.5%,17.6%,11.8%,58.8%,3,90%,10%,0%,84%,16%,0%,Good
3352,136711,312,Mixed,None,47.8,52.2,1.5,8.7,42.3,57.1,0.6,26.2,14.775910364145659,4.7,10.1,234.0,223,51.5,0.39,0.22,0.56,4.84,75.2%,57.3%,60.7%,47.9%,36.8%,71.4%,2,96%,3%,1%,93%,5%,2%,Unknown
3355,136716,830,Mixed,None,48.6,51.4,2.7,6.4,2.3,97.7,0.0,27.5,13.119266055045872,6.0,15.7,198.0,195,39.7,-0.96,-1.14,-0.78,3.54,56.1%,36.4%,43.9%,18.7%,10.1%,48.5%,5,93%,6%,2%,76%,18%,5%,Good
3357,136718,372,Mixed,Does not apply,51.4,48.6,0.5,8.9,2.6,97.4,0.0,20.7,9.50413223140496,5.5,14.3,291.0,290,48.3,-0.23,-0.38,-0.08,4.28,72.2%,53.3%,67.4%,29.9%,16.8%,67.0%,4,94%,6%,0%,83%,17%,0%,Good
3358,136719,850,Mixed,None,43.3,56.7,1.2,4.1,2.8,97.2,0.0,15.1,6.179196704428424,4.2,9,149.0,144,52.3,0.24,0.03,0.45,4.68,83.2%,49.0%,47.0%,37.6%,26.2%,78.5%,2,93%,5%,1%,79%,14%,7%,Good
3359,136720,303,Mixed,None,48.3,51.7,1.9,18.0,11.5,87.9,0.6,35.4,16.71270718232044,7.6,21.3,208.0,192,36.8,-0.58,-0.76,-0.4,2.98,49.0%,23.1%,8.2%,6.7%,4.3%,41.3%,5,94%,6%,0%,91%,9%,0%,Requires Improvement
3362,136724,892,Mixed,None,46.0,54.0,0.1,10.7,27.0,71.7,1.3,15.2,8.83495145631068,4.7,10.7,199.0,193,52.3,0.27,0.09,0.45,4.83,77.9%,56.3%,69.8%,44.2%,28.1%,70.9%,2,94%,6%,0%,84%,16%,0%,Outstanding
3364,136727,886,Boys,None,7.1,92.9,0.6,3.7,7.4,92.6,0.0,8.4,2.9767441860465116,4.3,8.4,139.0,134,61.5,0.1,-0.12,0.32,5.76,98.6%,88.5%,85.6%,54.7%,38.8%,96.4%,3,99%,0%,1%,100%,0%,0%,Good
3365,136728,815,Mixed,Does not apply,45.6,54.4,1.0,10.7,4.0,96.0,0.0,24.5,13.154533844189018,6.3,17,127.0,125,43.7,-0.13,-0.35,0.1,3.79,62.2%,37.0%,40.9%,22.8%,9.4%,56.7%,3,96%,4%,0%,96%,4%,0%,Good
3366,136729,881,Mixed,Does not apply,49.5,50.5,3.8,15.3,1.3,98.7,0.0,16.2,6.928645294725956,6.8,19.4,218.0,215,43,-0.39,-0.56,-0.22,3.8,59.6%,33.0%,51.8%,20.6%,8.7%,55.5%,4,97%,3%,0%,87%,13%,0%,Good
3367,136730,826,Mixed,None,49.8,50.2,0.6,8.6,16.2,83.7,0.2,16.9,8.22972172883363,5.4,13.6,233.0,221,50.3,0.2,0.03,0.37,4.24,73.0%,48.5%,38.2%,22.3%,16.3%,68.2%,2,97%,2%,1%,93%,3%,3%,Good
3369,136732,909,Mixed,None,50.6,49.4,0.0,8.6,8.4,91.6,0.0,3.6,1.1325028312570782,3.4,5.3,126.0,120,63.8,0.24,0.01,0.47,5.99,96.8%,86.5%,82.5%,65.9%,46.8%,95.2%,2,100%,0%,0%,100%,0%,0%,Unknown
3370,136733,869,Mixed,Does not apply,44.1,55.9,1.1,9.2,6.0,93.9,0.1,15.2,4.805914972273567,5.2,14.2,171.0,156,48.5,0.06,-0.14,0.26,4.48,69.0%,45.6%,62.6%,33.9%,25.1%,59.6%,3,99%,1%,0%,100%,0%,0%,Good
3371,136735,341,Mixed,Roman Catholic,50.7,49.3,1.0,12.0,3.8,96.2,0.0,16.0,6.86184812442818,4.1,7.3,169.0,149,53.9,0.06,-0.15,0.26,4.94,82.2%,58.0%,65.1%,48.5%,31.4%,77.5%,3,97%,3%,0%,97%,3%,0%,Unknown
3372,136736,815,Mixed,None,48.3,51.7,1.5,5.3,5.8,94.2,0.0,16.0,7.4498567335243555,5.5,13,279.0,277,48,0.11,-0.04,0.26,3.97,66.7%,40.5%,17.9%,16.8%,10.4%,64.9%,3,96%,3%,1%,93%,4%,4%,Outstanding
3375,136742,888,Mixed,Christian,0.0,100.0,0.6,5.3,6.7,93.3,0.0,5.5,2.5,4.6,10.1,149.0,129,71.3,0.16,-0.06,0.38,6.37,99.3%,96.0%,63.1%,60.4%,55.0%,97.3%,3,99%,0%,1%,100%,0%,0%,Unknown
3376,136745,840,Mixed,Does not apply,51.7,48.3,1.4,10.7,0.9,99.1,0.0,50.9,28.341013824884794,6.1,16,176.0,173,41.1,-0.36,-0.55,-0.17,3.29,50.6%,26.7%,43.2%,17.0%,4.5%,50.0%,4,87%,12%,1%,79%,20%,1%,Requires Improvement
3380,136750,205,Mixed,None,49.8,50.2,2.2,2.9,8.8,91.0,0.2,34.0,16.764361078546308,7.6,20.3,128.0,109,61.2,0.56,0.32,0.8,5.85,82.8%,71.1%,83.6%,68.8%,51.6%,80.5%,1,91%,6%,3%,90%,8%,2%,Good
3382,136753,921,Mixed,Does not apply,45.9,54.1,2.9,19.1,4.0,96.0,0.0,30.9,16.05902777777778,6.4,18.1,165.0,164,40.2,-0.34,-0.54,-0.15,3.32,53.3%,27.9%,25.5%,15.2%,10.9%,50.3%,4,93%,6%,1%,85%,13%,2%,Good
3383,136756,319,Mixed,Does not apply,46.8,53.2,0.8,5.8,25.6,74.2,0.2,24.1,14.790468364831552,6.1,16.6,198.0,179,47.3,-0.17,-0.36,0.02,3.96,67.7%,42.4%,19.7%,13.6%,9.1%,64.1%,3,98%,1%,1%,93%,5%,3%,Good
3384,136757,935,Mixed,None,48.6,51.4,1.6,6.1,0.7,99.3,0.0,17.5,7.192982456140351,5.4,13.9,105.0,102,47.1,0.02,-0.23,0.27,3.9,64.8%,38.1%,16.2%,10.5%,6.7%,62.9%,3,97%,3%,0%,92%,8%,0%,Good
3387,136764,916,Mixed,None,47.8,52.2,2.4,21.5,1.4,98.6,0.0,18.3,10.16260162601626,5.4,13.2,96.0,92,44.1,-0.32,-0.58,-0.06,3.89,64.6%,31.3%,36.5%,19.8%,10.4%,58.3%,4,93%,6%,1%,84%,16%,0%,Good
3389,136767,916,Girls,None,97.2,2.8,0.0,2.6,7.4,92.2,0.4,7.9,3.8415366146458583,4.6,7.7,119.0,112,66.1,0.41,0.17,0.65,5.91,96.6%,83.2%,52.9%,45.4%,42.0%,95.0%,2,98%,2%,0%,100%,0%,0%,Good
3390,136768,312,Mixed,None,42.8,57.2,1.5,5.1,48.9,49.3,1.9,42.9,17.235772357723576,4.7,13.7,194.0,187,44.3,-0.04,-0.22,0.15,4.02,60.8%,39.7%,37.1%,23.7%,15.5%,57.7%,3,96%,2%,2%,91%,5%,5%,Good
3391,136770,840,Mixed,Does not apply,50.5,49.5,1.2,23.9,1.4,98.6,0.0,50.6,32.631578947368425,6.2,12.7,116.0,116,44.1,-0.17,-0.4,0.06,3.29,54.3%,31.9%,3.4%,2.6%,1.7%,51.7%,3,91%,8%,1%,83%,15%,2%,Good
3392,136771,825,Boys,Does not apply,0.1,99.9,0.7,4.7,15.3,84.4,0.4,4.8,2.590194264569843,5.0,10.3,146.0,134,70.4,0.28,0.06,0.49,6.57,98.6%,94.5%,73.3%,63.7%,49.3%,97.3%,2,99%,1%,1%,100%,0%,0%,Unknown
3396,136775,873,Mixed,None,48.1,51.9,1.4,15.2,8.5,91.5,0.0,10.2,6.723484848484848,5.3,11.5,210.0,199,56.8,0.57,0.39,0.74,5.3,77.1%,62.4%,61.4%,51.0%,40.5%,74.8%,1,97%,2%,1%,94%,6%,0%,Good
3397,136776,881,Mixed,None,50.1,49.9,1.9,13.6,1.4,98.6,0.0,8.3,2.997145575642245,4.5,9.3,288.0,278,58.8,0.41,0.26,0.56,5.43,83.0%,60.1%,59.7%,50.7%,39.2%,80.9%,2,96%,3%,1%,82%,14%,4%,Outstanding
3398,136777,335,Girls,None,99.6,0.4,0.1,1.8,32.3,67.4,0.3,15.9,6.385869565217392,5.0,16.4,120.0,114,71.2,0.59,0.36,0.83,6.78,100.0%,96.7%,79.2%,76.7%,67.5%,100.0%,1,100%,0%,0%,100%,0%,0%,Unknown
3400,136779,876,Mixed,Does not apply,48.3,51.7,0.8,16.7,1.5,98.5,0.0,32.6,18.465655664585192,5.2,11.4,169.0,164,48.2,-0.06,-0.26,0.14,4.14,65.7%,43.2%,42.0%,27.8%,16.6%,63.9%,3,96%,4%,0%,89%,11%,0%,Good
3401,136780,344,Boys,Roman Catholic,0.0,100.0,0.0,2.4,5.7,94.3,0.0,10.2,4.896626768226333,3.8,5.4,130.0,125,60.4,-0.04,-0.27,0.18,5.47,94.6%,73.1%,55.4%,44.6%,25.4%,93.8%,3,97%,2%,1%,94%,6%,0%,Good
3403,136782,935,Mixed,Does not apply,51.6,48.4,1.2,5.6,2.8,97.0,0.3,15.2,5.6099732858414955,5.9,13.7,161.0,153,53.3,0.28,0.08,0.48,5,76.4%,49.1%,93.2%,50.9%,28.6%,72.7%,2,97%,2%,1%,100%,0%,0%,Unknown
3406,136786,937,Mixed,None,50.6,49.4,1.7,13.0,1.9,98.1,0.0,14.6,8.217270194986073,4.8,11.7,123.0,121,48.4,0.23,0,0.46,4.18,75.6%,53.7%,48.8%,22.0%,4.9%,69.1%,3,95%,4%,1%,100%,0%,0%,Outstanding
3407,136787,319,Boys,None,3.8,96.2,0.7,5.7,32.5,67.5,0.0,4.7,2.0021074815595363,5.1,21,121.0,109,80.9,0.95,0.71,1.19,7.41,100.0%,100.0%,57.0%,54.5%,52.1%,100.0%,1,98%,1%,1%,100%,0%,0%,Unknown
3408,136788,381,Mixed,None,48.8,51.2,0.1,3.2,5.2,94.8,0.0,4.8,2.2632020117351215,4.1,7.5,161.0,153,68.3,0.03,-0.17,0.23,6.42,98.1%,91.3%,78.9%,68.3%,59.6%,97.5%,3,99%,1%,0%,100%,0%,0%,Unknown
3411,136795,319,Girls,None,100.0,0.0,0.0,3.7,25.1,74.5,0.4,4.6,2.560351133869788,4.5,9.7,179.0,171,80.5,1.03,0.84,1.22,7.79,99.4%,98.9%,84.9%,84.9%,82.1%,99.4%,1,100%,0%,0%,100%,0%,0%,Good
3412,136797,319,Girls,Does not apply,99.9,0.1,1.0,6.8,29.9,70.1,0.1,28.9,12.050898203592816,4.3,9,190.0,177,46.7,0.04,-0.15,0.23,4.29,62.6%,42.1%,70.0%,36.3%,23.2%,58.4%,3,96%,3%,1%,94%,3%,3%,Good
3413,136798,319,Boys,None,5.2,94.8,0.1,1.4,37.5,56.2,6.3,9.0,2.461257976298997,3.3,4.1,149.0,130,77.2,0.84,0.62,1.06,7.46,100.0%,99.3%,86.6%,86.6%,83.9%,100.0%,1,99%,0%,1%,100%,0%,0%,Outstanding
3414,136799,319,Boys,Does not apply,1.7,98.3,0.9,9.0,13.2,86.5,0.3,29.6,15.758028379387603,4.9,10.9,199.0,195,43.5,-0.32,-0.5,-0.14,3.82,63.3%,39.2%,46.2%,25.6%,13.6%,57.8%,4,90%,8%,2%,83%,13%,4%,Good
3416,136801,888,Girls,Muslim,100.0,0.0,0.2,6.4,96.4,3.6,0.0,20.4,14.2,3.1,4.8,84.0,73,61.5,1.23,0.94,1.53,5.64,82.1%,57.1%,81.0%,51.2%,27.4%,81.0%,1,96%,1%,3%,100%,0%,0%,Outstanding
3417,136803,884,Mixed,Does not apply,48.4,51.6,2.0,12.2,4.4,95.6,0.0,15.1,4.9504950495049505,5.1,12.1,126.0,122,46.4,-0.11,-0.33,0.12,4.3,65.1%,45.2%,68.3%,38.1%,26.2%,61.1%,3,91%,8%,1%,85%,15%,0%,Good
3418,136822,801,Mixed,None,48.1,51.9,1.7,10.5,11.1,88.7,0.2,21.8,12.121212121212121,4.8,12.7,143.0,139,52.5,0.27,0.06,0.48,4.82,73.4%,51.0%,48.3%,45.5%,36.4%,73.4%,2,95%,5%,1%,92%,8%,0%,Requires Improvement
3420,136824,861,Mixed,Church of England,51.4,48.6,2.0,13.3,35.9,64.1,0.0,37.3,24.261603375527425,6.0,17.8,194.0,183,42.7,-0.39,-0.58,-0.21,3.78,52.1%,30.9%,50.0%,25.3%,15.5%,47.4%,4,89%,9%,2%,81%,17%,2%,Requires Improvement
3421,136826,383,Mixed,Does not apply,52.8,47.2,1.3,9.0,27.0,72.9,0.1,64.1,38.58632676709154,8.2,23.8,119.0,107,34,-0.36,-0.6,-0.12,2.7,39.5%,19.3%,31.1%,6.7%,5.0%,34.5%,4,85%,14%,2%,77%,22%,2%,Good
3422,136827,935,Mixed,Does not apply,47.0,53.0,1.4,9.6,13.2,84.8,2.0,19.2,7.549295774647888,5.4,12.3,288.0,277,50,0.34,0.19,0.49,4.35,70.8%,47.6%,30.9%,25.3%,19.8%,67.7%,2,98%,2%,0%,96%,4%,0%,Good
3423,136828,936,Mixed,None,49.4,50.6,1.6,7.6,7.8,92.2,0.1,15.5,5.406976744186046,7.2,18.1,296.0,278,49.8,0.07,-0.08,0.22,4.05,70.6%,52.7%,8.1%,5.1%,3.4%,65.5%,3,96%,3%,1%,91%,6%,3%,Good
3425,136832,936,Mixed,None,45.9,54.1,2.3,15.3,19.9,80.1,0.0,30.7,19.669876203576344,6.5,19.4,136.0,127,42.4,-0.01,-0.23,0.21,3.62,57.4%,28.7%,24.3%,14.7%,7.4%,51.5%,3,98%,2%,0%,96%,4%,0%,Good
3428,136838,841,Mixed,Does not apply,50.4,49.6,0.8,13.2,2.9,97.0,0.2,19.0,10.591133004926109,4.3,10.1,233.0,232,51.9,0.06,-0.1,0.23,4.61,74.7%,48.9%,55.8%,38.2%,25.3%,73.4%,3,96%,3%,1%,90%,10%,0%,Requires Improvement
3429,136839,933,Mixed,None,49.1,50.9,0.9,12.6,2.1,97.9,0.0,16.1,7.368421052631578,6.0,16.5,120.0,116,43.5,-0.2,-0.43,0.03,3.71,59.2%,32.5%,35.8%,22.5%,11.7%,52.5%,3,94%,6%,0%,84%,16%,0%,Good
3432,136844,826,Mixed,None,49.0,51.0,1.9,6.3,13.7,86.3,0.0,18.2,7.176391683433938,4.8,11.1,239.0,228,47.8,0.11,-0.06,0.28,4.34,71.5%,47.3%,61.1%,33.9%,23.0%,59.8%,3,97%,3%,1%,95%,5%,0%,Good
3433,136845,825,Mixed,Does not apply,50.8,49.2,0.9,2.4,14.3,85.4,0.3,4.9,2.320185614849188,4.4,6.2,153.0,139,71.8,0.58,0.37,0.8,5.72,98.7%,97.4%,34.6%,34.0%,34.0%,98.7%,1,99%,0%,1%,90%,0%,10%,Outstanding
